Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen
18.07.2024 10:00;18.07.2024 11:00;54,79
18.07.2024 11:00;18.07.2024 12:00;54,76
18.07.2024 12:00;18.07.2024 13:00;60,37
18.07.2024 13:00;18.07.2024 14:00;-24,63
18.07.2024 14:00;18.07.2024 15:00;16,14
18.07.2024 15:00;18.07.2024 16:00;18,03
18.07.2024 16:00;18.07.2024 17:00;81,42
18.07.2024 17:00;18.07.2024 18:00;82,39
18.07.2024 18:00;18.07.2024 19:00;101,94
18.07.2024 19:00;18.07.2024 20:00;76,32
18.07.2024 20:00;18.07.2024 21:00;83,97
18.07.2024 21:00;18.07.2024 22:00;79,52
18.07.2024 22:00;18.07.2024 23:00;54,07
18.07.2024 23:00;19.07.2024 00:00;47,30
19.07.2024 00:00;19.07.2024 01:00;47,96
19.07.2024 01:00;19.07.2024 02:00;53,56
19.07.2024 02:00;19.07.2024 03:00;47,51
19.07.2024 03:00;19.07.2024 04:00;61,30
19.07.2024 04:00;19.07.2024 05:00;47,47
19.07.2024 05:00;19.07.2024 06:00;42,33
19.07.2024 06:00;19.07.2024 07:00;89,23
19.07.2024 07:00;19.07.2024 08:00;66,12
19.07.2024 08:00;19.07.2024 09:00;72,03
19.07.2024 09:00;19.07.2024 10:00;77,90
19.07.2024 10:00;19.07.2024 11:00;71,44
19.07.2024 11:00;19.07.2024 12:00;49,99
19.07.2024 12:00;19.07.2024 13:00;36,41
19.07.2024 13:00;19.07.2024 14:00;27,97
19.07.2024 14:00;19.07.2024 15:00;38,96
19.07.2024 15:00;19.07.2024 16:00;27,09
19.07.2024 16:00;19.07.2024 17:00;95,21
19.07.2024 17:00;19.07.2024 18:00;81,80
19.07.2024 18:00;19.07.2024 19:00;95,23
19.07.2024 19:00;19.07.2024 20:00;70,37
19.07.2024 20:00;19.07.2024 21:00;74,13
19.07.2024 21:00;19.07.2024 22:00;61,32
19.07.2024 22:00;19.07.2024 23:00;77,10
19.07.2024 23:00;20.07.2024 00:00;45,40
20.07.2024 00:00;20.07.2024 01:00;56,79
20.07.2024 01:00;20.07.2024 02:00;39,27
20.07.2024 02:00;20.07.2024 03:00;42,28
20.07.2024 03:00;20.07.2024 04:00;46,69
20.07.2024 04:00;20.07.2024 05:00;68,45
20.07.2024 05:00;20.07.2024 06:00;35,63
20.07.2024 06:00;20.07.2024 07:00;49,75
20.07.2024 07:00;20.07.2024 08:00;50,04
20.07.2024 08:00;20.07.2024 09:00;65,83
20.07.2024 09:00;20.07.2024 10:00;68,98
20.07.2024 10:00;20.07.2024 11:00;51,29
20.07.2024 11:00;20.07.2024 12:00;-14,15
20.07.2024 12:00;20.07.2024 13:00;12,47
20.07.2024 13:00;20.07.2024 14:00;16,26
20.07.2024 14:00;20.07.2024 15:00;51,30
20.07.2024 15:00;20.07.2024 16:00;60,25
20.07.2024 16:00;20.07.2024 17:00;74,92
20.07.2024 17:00;20.07.2024 18:00;71,56
20.07.2024 18:00;20.07.2024 19:00;69,86
20.07.2024 19:00;20.07.2024 20:00;73,27
20.07.2024 20:00;20.07.2024 21:00;79,30
20.07.2024 21:00;20.07.2024 22:00;79,84
20.07.2024 22:00;20.07.2024 23:00;70,32
20.07.2024 23:00;21.07.2024 00:00;60,03
21.07.2024 00:00;21.07.2024 01:00;38,87
21.07.2024 01:00;21.07.2024 02:00;47,41
21.07.2024 02:00;21.07.2024 03:00;43,89
21.07.2024 03:00;21.07.2024 04:00;47,26
21.07.2024 04:00;21.07.2024 05:00;77,52
21.07.2024 05:00;21.07.2024 06:00;37,20
21.07.2024 06:00;21.07.2024 07:00;62,76
21.07.2024 07:00;21.07.2024 08:00;87,98
21.07.2024 08:00;21.07.2024 09:00;61,33
21.07.2024 09:00;21.07.2024 10:00;71,03
21.07.2024 10:00;21.07.2024 11:00;64,35
21.07.2024 11:00;21.07.2024 12:00;52,02
21.07.2024 12:00;21.07.2024 13:00;17,53
21.07.2024 13:00;21.07.2024 14:00;35,65
21.07.2024 14:00;21.07.2024 15:00;44,93
21.07.2024 15:00;21.07.2024 16:00;61,54
21.07.2024 16:00;21.07.2024 17:00;62,27
21.07.2024 17:00;21.07.2024 18:00;84,67
21.07.2024 18:00;21.07.2024 19:00;77,54
21.07.2024 19:00;21.07.2024 20:00;82,98
21.07.2024 20:00;21.07.2024 21:00;105,69
21.07.2024 21:00;21.07.2024 22:00;70,60
21.07.2024 22:00;21.07.2024 23:00;45,28
21.07.2024 23:00;22.07.2024 00:00;54,66
22.07.2024 00:00;22.07.2024 01:00;31,55
22.07.2024 01:00;22.07.2024 02:00;32,77
22.07.2024 02:00;22.07.2024 03:00;35,30
22.07.2024 03:00;22.07.2024 04:00;44,39
22.07.2024 04:00;22.07.2024 05:00;64,37
22.07.2024 05:00;22.07.2024 06:00;65,33
22.07.2024 06:00;22.07.2024 07:00;71,89
22.07.2024 07:00;22.07.2024 08:00;60,30
22.07.2024 08:00;22.07.2024 09:00;72,47
22.07.2024 09:00;22.07.2024 10:00;82,06
22.07.2024 10:00;22.07.2024 11:00;63,21
22.07.2024 11:00;22.07.2024 12:00;51,41
22.07.2024 12:00;22.07.2024 13:00;42,03
22.07.2024 13:00;22.07.2024 14:00;24,37
22.07.2024 14:00;22.07.2024 15:00;39,69
22.07.2024 15:00;22.07.2024 16:00;74,60
22.07.2024 16:00;22.07.2024 17:00;70,69
22.07.2024 17:00;22.07.2024 18:00;97,83
22.07.2024 18:00;22.07.2024 19:00;95,09
22.07.2024 19:00;22.07.2024 20:00;69,41
22.07.2024 20:00;22.07.2024 21:00;66,67
22.07.2024 21:00;22.07.2024 22:00;59,50
22.07.2024 22:00;22.07.2024 23:00;49,31
22.07.2024 23:00;23.07.2024 00:00;51,46
23.07.2024 00:00;23.07.2024 01:00;55,20
23.07.2024 01:00;23.07.2024 02:00;62,27
23.07.2024 02:00;23.07.2024 03:00;51,54
23.07.2024 03:00;23.07.2024 04:00;44,43
23.07.2024 04:00;23.07.2024 05:00;28,19
23.07.2024 05:00;23.07.2024 06:00;59,29
23.07.2024 06:00;23.07.2024 07:00;65,98
23.07.2024 07:00;23.07.2024 08:00;75,73
23.07.2024 08:00;23.07.2024 09:00;104,29
23.07.2024 09:00;23.07.2024 10:00;93,74
23.07.2024 10:00;23.07.2024 11:00;80,22
23.07.2024 11:00;23.07.2024 12:00;43,25
23.07.2024 12:00;23.07.2024 13:00;30,63
23.07.2024 13:00;23.07.2024 14:00;27,47
23.07.2024 14:00;23.07.2024 15:00;27,72
23.07.2024 15:00;23.07.2024 16:00;61,54
23.07.2024 16:00;23.07.2024 17:00;77,09
23.07.2024 17:00;23.07.2024 18:00;70,67
23.07.2024 18:00;23.07.2024 19:00;102,79
23.07.2024 19:00;23.07.2024 20:00;88,30
23.07.2024 20:00;23.07.2024 21:00;59,20
23.07.2024 21:00;23.07.2024 22:00;68,93
23.07.2024 22:00;23.07.2024 23:00;63,00
23.07.2024 23:00;24.07.2024 00:00;64,27
24.07.2024 00:00;24.07.2024 01:00;43,83
24.07.2024 01:00;24.07.2024 02:00;57,21
24.07.2024 02:00;24.07.2024 03:00;50,15
24.07.2024 03:00;24.07.2024 04:00;34,05
24.07.2024 04:00;24.07.2024 05:00;36,25
24.07.2024 05:00;24.07.2024 06:00;71,97
24.07.2024 06:00;24.07.2024 07:00;80,08
24.07.2024 07:00;24.07.2024 08:00;77,47
24.07.2024 08:00;24.07.2024 09:00;97,02
24.07.2024 09:00;24.07.2024 10:00;91,59
24.07.2024 10:00;24.07.2024 11:00;79,06
24.07.2024 11:00;24.07.2024 12:00;43,92
24.07.2024 12:00;24.07.2024 13:00;57,62
24.07.2024 13:00;24.07.2024 14:00;35,10
24.07.2024 14:00;24.07.2024 15:00;32,46
24.07.2024 15:00;24.07.2024 16:00;47,58
24.07.2024 16:00;24.07.2024 17:00;75,95
24.07.2024 17:00;24.07.2024 18:00;63,74
24.07.2024 18:00;24.07.2024 19:00;96,88
24.07.2024 19:00;24.07.2024 20:00;75,69
24.07.2024 20:00;24.07.2024 21:00;84,46
24.07.2024 21:00;24.07.2024 22:00;63,35
24.07.2024 22:00;24.07.2024 23:00;56,51
24.07.2024 23:00;25.07.2024 00:00;43,57
25.07.2024 00:00;25.07.2024 01:00;46,01
25.07.2024 01:00;25.07.2024 02:00;70,01
25.07.2024 02:00;25.07.2024 03:00;64,59
25.07.2024 03:00;25.07.2024 04:00;54,15
25.07.2024 04:00;25.07.2024 05:00;53,00
25.07.2024 05:00;25.07.2024 06:00;68,69
25.07.2024 06:00;25.07.2024 07:00;79,35
25.07.2024 07:00;25.07.2024 08:00;63,70
25.07.2024 08:00;25.07.2024 09:00;78,21
25.07.2024 09:00;25.07.2024 10:00;57,11
25.07.2024 10:00;25.07.2024 11:00;84,40
25.07.2024 11:00;25.07.2024 12:00;79,70
25.07.2024 12:00;25.07.2024 13:00;37,87
25.07.2024 13:00;25.07.2024 14:00;3,23
25.07.2024 14:00;25.07.2024 15:00;44,46
25.07.2024 15:00;25.07.2024 16:00;44,82
25.07.2024 16:00;25.07.2024 17:00;64,97
25.07.2024 17:00;25.07.2024 18:00;91,37
25.07.2024 18:00;25.07.2024 19:00;91,61
25.07.2024 19:00;25.07.2024 20:00;81,34
25.07.2024 20:00;25.07.2024 21:00;72,28
25.07.2024 21:00;25.07.2024 22:00;71,19
25.07.2024 22:00;25.07.2024 23:00;54,83
25.07.2024 23:00;26.07.2024 00:00;39,41
26.07.2024 00:00;26.07.2024 01:00;44,03
26.07.2024 01:00;26.07.2024 02:00;51,49
26.07.2024 02:00;26.07.2024 03:00;45,91
26.07.2024 03:00;26.07.2024 04:00;33,01
26.07.2024 04:00;26.07.2024 05:00;65,24
26.07.2024 05:00;26.07.2024 06:00;25,77
26.07.2024 06:00;26.07.2024 07:00;60,51
26.07.2024 07:00;26.07.2024 08:00;66,29
26.07.2024 08:00;26.07.2024 09:00;80,99
26.07.2024 09:00;26.07.2024 10:00;85,79
26.07.2024 10:00;26.07.2024 11:00;84,52
26.07.2024 11:00;26.07.2024 12:00;46,45
26.07.2024 12:00;26.07.2024 13:00;44,02
26.07.2024 13:00;26.07.2024 14:00;31,16
26.07.2024 14:00;26.07.2024 15:00;16,69
26.07.2024 15:00;26.07.2024 16:00;78,54
26.07.2024 16:00;26.07.2024 17:00;55,74
26.07.2024 17:00;26.07.2024 18:00;88,96
26.07.2024 18:00;26.07.2024 19:00;93,31
26.07.2024 19:00;26.07.2024 20:00;90,58
26.07.2024 20:00;26.07.2024 21:00;74,21
26.07.2024 21:00;26.07.2024 22:00;79,68
26.07.2024 22:00;26.07.2024 23:00;41,10
26.07.2024 23:00;27.07.2024 00:00;52,01
27.07.2024 00:00;27.07.2024 01:00;41,34
27.07.2024 01:00;27.07.2024 02:00;39,36
27.07.2024 02:00;27.07.2024 03:00;53,27
27.07.2024 03:00;27.07.2024 04:00;62,98
27.07.2024 04:00;27.07.2024 05:00;49,34
27.07.2024 05:00;27.07.2024 06:00;68,09
27.07.2024 06:00;27.07.2024 07:00;66,54
27.07.2024 07:00;27.07.2024 08:00;63,10
27.07.2024 08:00;27.07.2024 09:00;76,20
27.07.2024 09:00;27.07.2024 10:00;75,54
27.07.2024 10:00;27.07.2024 11:00;62,72
27.07.2024 11:00;27.07.2024 12:00;60,22
27.07.2024 12:00;27.07.2024 13:00;39,88
27.07.2024 13:00;27.07.2024 14:00;9,80
27.07.2024 14:00;27.07.2024 15:00;17,49
27.07.2024 15:00;27.07.2024 16:00;60,92
27.07.2024 16:00;27.07.2024 17:00;63,30
27.07.2024 17:00;27.07.2024 18:00;87,63
27.07.2024 18:00;27.07.2024 19:00;98,08
27.07.2024 19:00;27.07.2024 20:00;72,10
27.07.2024 20:00;27.07.2024 21:00;63,29
27.07.2024 21:00;27.07.2024 22:00;89,92
27.07.2024 22:00;27.07.2024 23:00;64,12
27.07.2024 23:00;28.07.2024 00:00;47,85
28.07.2024 00:00;28.07.2024 01:00;36,98
28.07.2024 01:00;28.07.2024 02:00;41,45
28.07.2024 02:00;28.07.2024 03:00;33,93
28.07.2024 03:00;28.07.2024 04:00;60,74
28.07.2024 04:00;28.07.2024 05:00;44,22
28.07.2024 05:00;28.07.2024 06:00;71,93
28.07.2024 06:00;28.07.2024 07:00;61,23
28.07.2024 07:00;28.07.2024 08:00;61,38
28.07.2024 08:00;28.07.2024 09:00;74,27
28.07.2024 09:00;28.07.2024 10:00;47,73
28.07.2024 10:00;28.07.2024 11:00;69,72
28.07.2024 11:00;28.07.2024 12:00;53,12
28.07.2024 12:00;28.07.2024 13:00;47,05
28.07.2024 13:00;28.07.2024 14:00;6,34
28.07.2024 14:00;28.07.2024 15:00;51,34
28.07.2024 15:00;28.07.2024 16:00;65,75
28.07.2024 16:00;28.07.2024 17:00;88,20
28.07.2024 17:00;28.07.2024 18:00;83,47
28.07.2024 18:00;28.07.2024 19:00;100,96
28.07.2024 19:00;28.07.2024 20:00;69,79
28.07.2024 20:00;28.07.2024 21:00;88,87
28.07.2024 21:00;28.07.2024 22:00;60,66
28.07.2024 22:00;28.07.2024 23:00;40,17
28.07.2024 23:00;29.07.2024 00:00;39,48
29.07.2024 00:00;29.07.2024 01:00;48,35
29.07.2024 01:00;29.07.2024 02:00;37,78
29.07.2024 02:00;29.07.2024 03:00;52,82
29.07.2024 03:00;29.07.2024 04:00;28,54
29.07.2024 04:00;29.07.2024 05:00;28,11
29.07.2024 05:00;29.07.2024 06:00;75,37
29.07.2024 06:00;29.07.2024 07:00;76,98
29.07.2024 07:00;29.07.2024 08:00;61,41
29.07.2024 08:00;29.07.2024 09:00;79,44
29.07.2024 09:00;29.07.2024 10:00;91,55
29.07.2024 10:00;29.07.2024 11:00;76,29
29.07.2024 11:00;29.07.2024 12:00;57,04
29.07.2024 12:00;29.07.2024 13:00;50,39
29.07.2024 13:00;29.07.2024 14:00;20,30
29.07.2024 14:00;29.07.2024 15:00;37,87
29.07.2024 15:00;29.07.2024 16:00;55,79
29.07.2024 16:00;29.07.2024 17:00;70,00
29.07.2024 17:00;29.07.2024 18:00;79,52
29.07.2024 18:00;29.07.2024 19:00;89,77
29.07.2024 19:00;29.07.2024 20:00;87,95
29.07.2024 20:00;29.07.2024 21:00;67,83
29.07.2024 21:00;29.07.2024 22:00;79,64
29.07.2024 22:00;29.07.2024 23:00;48,37
29.07.2024 23:00;30.07.2024 00:00;50,44
30.07.2024 00:00;30.07.2024 01:00;44,84
30.07.2024 01:00;30.07.2024 02:00;52,07
30.07.2024 02:00;30.07.2024 03:00;22,98
30.07.2024 03:00;30.07.2024 04:00;61,03
30.07.2024 04:00;30.07.2024 05:00;45,62
30.07.2024 05:00;30.07.2024 06:00;73,64
30.07.2024 06:00;30.07.2024 07:00;60,50
30.07.2024 07:00;30.07.2024 08:00;73,52
30.07.2024 08:00;30.07.2024 09:00;102,55
30.07.2024 09:00;30.07.2024 10:00;76,09
30.07.2024 10:00;30.07.2024 11:00;86,23
30.07.2024 11:00;30.07.2024 12:00;55,83
30.07.2024 12:00;30.07.2024 13:00;42,33
30.07.2024 13:00;30.07.2024 14:00;30,01
30.07.2024 14:00;30.07.2024 15:00;47,77
30.07.2024 15:00;30.07.2024 16:00;47,88
30.07.2024 16:00;30.07.2024 17:00;61,56
30.07.2024 17:00;30.07.2024 18:00;76,63
30.07.2024 18:00;30.07.2024 19:00;90,19
30.07.2024 19:00;30.07.2024 20:00;84,99
30.07.2024 20:00;30.07.2024 21:00;89,04
30.07.2024 21:00;30.07.2024 22:00;85,77
30.07.2024 22:00;30.07.2024 23:00;48,48
30.07.2024 23:00;31.07.2024 00:00;44,36
31.07.2024 00:00;31.07.2024 01:00;31,26
31.07.2024 01:00;31.07.2024 02:00;72,25
31.07.2024 02:00;31.07.2024 03:00;52,18
31.07.2024 03:00;31.07.2024 04:00;56,21
31.07.2024 04:00;31.07.2024 05:00;37,77
31.07.2024 05:00;31.07.2024 06:00;59,10
31.07.2024 06:00;31.07.2024 07:00;72,46
31.07.2024 07:00;31.07.2024 08:00;71,18
31.07.2024 08:00;31.07.2024 09:00;92,60
31.07.2024 09:00;31.07.2024 10:00;107,27
31.07.2024 10:00;31.07.2024 11:00;60,11
31.07.2024 11:00;31.07.2024 12:00;43,21
31.07.2024 12:00;31.07.2024 13:00;26,92
31.07.2024 13:00;31.07.2024 14:00;48,56
31.07.2024 14:00;31.07.2024 15:00;50,21
31.07.2024 15:00;31.07.2024 16:00;54,59
31.07.2024 16:00;31.07.2024 17:00;73,92
31.07.2024 17:00;31.07.2024 18:00;74,61
31.07.2024 18:00;31.07.2024 19:00;99,79
31.07.2024 19:00;31.07.2024 20:00;83,19
31.07.2024 20:00;31.07.2024 21:00;77,50
31.07.2024 21:00;31.07.2024 22:00;77,53
31.07.2024 22:00;31.07.2024 23:00;58,04
31.07.2024 23:00;01.08.2024 00:00;50,45
01.08.2024 00:00;01.08.2024 01:00;48,74
01.08.2024 01:00;01.08.2024 02:00;57,55
01.08.2024 02:00;01.08.2024 03:00;68,40
01.08.2024 03:00;01.08.2024 04:00;57,59
01.08.2024 04:00;01.08.2024 05:00;63,61
01.08.2024 05:00;01.08.2024 06:00;56,83
01.08.2024 06:00;01.08.2024 07:00;57,97
01.08.2024 07:00;01.08.2024 08:00;82,18
01.08.2024 08:00;01.08.2024 09:00;81,86
01.08.2024 09:00;01.08.2024 10:00;62,57
01.08.2024 10:00;01.08.2024 11:00;67,66
01.08.2024 11:00;01.08.2024 12:00;54,60
01.08.2024 12:00;01.08.2024 13:00;31,45
01.08.2024 13:00;01.08.2024 14:00;47,18
01.08.2024 14:00;01.08.2024 15:00;43,58
01.08.2024 15:00;01.08.2024 16:00;72,81
01.08.2024 16:00;01.08.2024 17:00;76,76
01.08.2024 17:00;01.08.2024 18:00;85,50
01.08.2024 18:00;01.08.2024 19:00;77,98
01.08.2024 19:00;01.08.2024 20:00;88,01
01.08.2024 20:00;01.08.2024 21:00;80,90
01.08.2024 21:00;01.08.2024 22:00;53,94
01.08.2024 22:00;01.08.2024 23:00;53,94
01.08.2024 23:00;02.08.2024 00:00;49,51
02.08.2024 00:00;02.08.2024 01:00;53,70
02.08.2024 01:00;02.08.2024 02:00;53,66
02.08.2024 02:00;02.08.2024 03:00;41,79
02.08.2024 03:00;02.08.2024 04:00;56,32
02.08.2024 04:00;02.08.2024 05:00;51,91
02.08.2024 05:00;02.08.2024 06:00;24,92
02.08.2024 06:00;02.08.2024 07:00;60,77
02.08.2024 07:00;02.08.2024 08:00;87,40
02.08.2024 08:00;02.08.2024 09:00;59,75
02.08.2024 09:00;02.08.2024 10:00;81,12
02.08.2024 10:00;02.08.2024 11:00;90,74
02.08.2024 11:00;02.08.2024 12:00;46,59
02.08.2024 12:00;02.08.2024 13:00;37,72
02.08.2024 13:00;02.08.2024 14:00;13,88
02.08.2024 14:00;02.08.2024 15:00;57,47
02.08.2024 15:00;02.08.2024 16:00;55,46
02.08.2024 16:00;02.08.2024 17:00;74,28
02.08.2024 17:00;02.08.2024 18:00;100,90
02.08.2024 18:00;02.08.2024 19:00;97,28
02.08.2024 19:00;02.08.2024 20:00;77,48
02.08.2024 20:00;02.08.2024 21:00;73,10
02.08.2024 21:00;02.08.2024 22:00;76,41
02.08.2024 22:00;02.08.2024 23:00;53,05
02.08.2024 23:00;03.08.2024 00:00;28,11
03.08.2024 00:00;03.08.2024 01:00;48,23
03.08.2024 01:00;03.08.2024 02:00;30,50
03.08.2024 02:00;03.08.2024 03:00;68,29
03.08.2024 03:00;03.08.2024 04:00;52,95
03.08.2024 04:00;03.08.2024 05:00;43,36
03.08.2024 05:00;03.08.2024 06:00;51,10
03.08.2024 06:00;03.08.2024 07:00;44,04
03.08.2024 07:00;03.08.2024 08:00;61,39
03.08.2024 08:00;03.08.2024 09:00;92,26
03.08.2024 09:00;03.08.2024 10:00;106,68
03.08.2024 10:00;03.08.2024 11:00;80,56
03.08.2024 11:00;03.08.2024 12:00;54,74
03.08.2024 12:00;03.08.2024 13:00;32,65
03.08.2024 13:00;03.08.2024 14:00;18,18
03.08.2024 14:00;03.08.2024 15:00;62,80
03.08.2024 15:00;03.08.2024 16:00;54,32
03.08.2024 16:00;03.08.2024 17:00;99,24
03.08.2024 17:00;03.08.2024 18:00;101,50
03.08.2024 18:00;03.08.2024 19:00;68,59
03.08.2024 19:00;03.08.2024 20:00;80,13
03.08.2024 20:00;03.08.2024 21:00;72,97
03.08.2024 21:00;03.08.2024 22:00;69,64
03.08.2024 22:00;03.08.2024 23:00;59,95
03.08.2024 23:00;04.08.2024 00:00;89,60
04.08.2024 00:00;04.08.2024 01:00;36,08
04.08.2024 01:00;04.08.2024 02:00;51,15
04.08.2024 02:00;04.08.2024 03:00;56,43
04.08.2024 03:00;04.08.2024 04:00;50,94
04.08.2024 04:00;04.08.2024 05:00;55,68
04.08.2024 05:00;04.08.2024 06:00;47,09
04.08.2024 06:00;04.08.2024 07:00;68,13
04.08.2024 07:00;04.08.2024 08:00;80,86
04.08.2024 08:00;04.08.2024 09:00;84,13
04.08.2024 09:00;04.08.2024 10:00;86,88
04.08.2024 10:00;04.08.2024 11:00;88,94
04.08.2024 11:00;04.08.2024 12:00;67,23
04.08.2024 12:00;04.08.2024 13:00;38,82
04.08.2024 13:00;04.08.2024 14:00;15,73
04.08.2024 14:00;04.08.2024 15:00;31,02
04.08.2024 15:00;04.08.2024 16:00;54,09
04.08.2024 16:00;04.08.2024 17:00;77,02
04.08.2024 17:00;04.08.2024 18:00;79,18
04.08.2024 18:00;04.08.2024 19:00;78,39
04.08.2024 19:00;04.08.2024 20:00;74,00
04.08.2024 20:00;04.08.2024 21:00;61,32
04.08.2024 21:00;04.08.2024 22:00;67,92
04.08.2024 22:00;04.08.2024 23:00;43,17
04.08.2024 23:00;05.08.2024 00:00;41,78
05.08.2024 00:00;05.08.2024 01:00;44,43
05.08.2024 01:00;05.08.2024 02:00;32,51
05.08.2024 02:00;05.08.2024 03:00;53,74
05.08.2024 03:00;05.08.2024 04:00;59,99
05.08.2024 04:00;05.08.2024 05:00;47,91
05.08.2024 05:00;05.08.2024 06:00;54,53
05.08.2024 06:00;05.08.2024 07:00;73,45
05.08.2024 07:00;05.08.2024 08:00;66,30
05.08.2024 08:00;05.08.2024 09:00;70,95
05.08.2024 09:00;05.08.2024 10:00;94,54
05.08.2024 10:00;05.08.2024 11:00;82,74
05.08.2024 11:00;05.08.2024 12:00;63,35
05.08.2024 12:00;05.08.2024 13:00;49,22
05.08.2024 13:00;05.08.2024 14:00;6,21
05.08.2024 14:00;05.08.2024 15:00;54,61
05.08.2024 15:00;05.08.2024 16:00;61,58
05.08.2024 16:00;05.08.2024 17:00;86,27
05.08.2024 17:00;05.08.2024 18:00;89,71
05.08.2024 18:00;05.08.2024 19:00;90,35
05.08.2024 19:00;05.08.2024 20:00;85,10
05.08.2024 20:00;05.08.2024 21:00;85,69
05.08.2024 21:00;05.08.2024 22:00;67,14
05.08.2024 22:00;05.08.2024 23:00;71,37
05.08.2024 23:00;06.08.2024 00:00;34,89
06.08.2024 00:00;06.08.2024 01:00;42,81
06.08.2024 01:00;06.08.2024 02:00;73,23
06.08.2024 02:00;06.08.2024 03:00;41,82
06.08.2024 03:00;06.08.2024 04:00;48,40
06.08.2024 04:00;06.08.2024 05:00;44,07
06.08.2024 05:00;06.08.2024 06:00;63,95
06.08.2024 06:00;06.08.2024 07:00;58,32
06.08.2024 07:00;06.08.2024 08:00;72,79
06.08.2024 08:00;06.08.2024 09:00;90,69
06.08.2024 09:00;06.08.2024 10:00;71,95
06.08.2024 10:00;06.08.2024 11:00;81,75
06.08.2024 11:00;06.08.2024 12:00;66,15
06.08.2024 12:00;06.08.2024 13:00;50,93
06.08.2024 13:00;06.08.2024 14:00;-28,22
06.08.2024 14:00;06.08.2024 15:00;77,41
06.08.2024 15:00;06.08.2024 16:00;69,68
06.08.2024 16:00;06.08.2024 17:00;78,19
06.08.2024 17:00;06.08.2024 18:00;74,70
06.08.2024 18:00;06.08.2024 19:00;88,75
06.08.2024 19:00;06.08.2024 20:00;105,67
06.08.2024 20:00;06.08.2024 21:00;101,95
06.08.2024 21:00;06.08.2024 22:00;88,78
06.08.2024 22:00;06.08.2024 23:00;70,53
06.08.2024 23:00;07.08.2024 00:00;39,01
07.08.2024 00:00;07.08.2024 01:00;55,31
07.08.2024 01:00;07.08.2024 02:00;33,96
07.08.2024 02:00;07.08.2024 03:00;31,64
07.08.2024 03:00;07.08.2024 04:00;54,29
07.08.2024 04:00;07.08.2024 05:00;61,10
07.08.2024 05:00;07.08.2024 06:00;70,92
07.08.2024 06:00;07.08.2024 07:00;73,28
07.08.2024 07:00;07.08.2024 08:00;81,56
07.08.2024 08:00;07.08.2024 09:00;68,84
07.08.2024 09:00;07.08.2024 10:00;79,24
07.08.2024 10:00;07.08.2024 11:00;54,36
07.08.2024 11:00;07.08.2024 12:00;32,40
07.08.2024 12:00;07.08.2024 13:00;47,31
07.08.2024 13:00;07.08.2024 14:00;21,21
07.08.2024 14:00;07.08.2024 15:00;49,14
07.08.2024 15:00;07.08.2024 16:00;70,48
07.08.2024 16:00;07.08.2024 17:00;67,02
07.08.2024 17:00;07.08.2024 18:00;92,46
07.08.2024 18:00;07.08.2024 19:00;82,14
07.08.2024 19:00;07.08.2024 20:00;66,57
07.08.2024 20:00;07.08.2024 21:00;83,07
07.08.2024 21:00;07.08.2024 22:00;65,54
07.08.2024 22:00;07.08.2024 23:00;55,99
07.08.2024 23:00;08.08.2024 00:00;77,94
08.08.2024 00:00;08.08.2024 01:00;31,32
08.08.2024 01:00;08.08.2024 02:00;53,62
08.08.2024 02:00;08.08.2024 03:00;37,72
08.08.2024 03:00;08.08.2024 04:00;62,48
08.08.2024 04:00;08.08.2024 05:00;58,57
08.08.2024 05:00;08.08.2024 06:00;64,80
08.08.2024 06:00;08.08.2024 07:00;56,14
08.08.2024 07:00;08.08.2024 08:00;66,16
08.08.2024 08:00;08.08.2024 09:00;91,95
08.08.2024 09:00;08.08.2024 10:00;101,91
08.08.2024 10:00;08.08.2024 11:00;78,37
08.08.2024 11:00;08.08.2024 12:00;45,84
08.08.2024 12:00;08.08.2024 13:00;42,66
08.08.2024 13:00;08.08.2024 14:00;59,55
08.08.2024 14:00;08.08.2024 15:00;40,07
08.08.2024 15:00;08.08.2024 16:00;74,89
08.08.2024 16:00;08.08.2024 17:00;65,73
08.08.2024 17:00;08.08.2024 18:00;85,03
08.08.2024 18:00;08.08.2024 19:00;97,67
08.08.2024 19:00;08.08.2024 20:00;93,65
08.08.2024 20:00;08.08.2024 21:00;72,56
08.08.2024 21:00;08.08.2024 22:00;61,65
08.08.2024 22:00;08.08.2024 23:00;73,29
08.08.2024 23:00;09.08.2024 00:00;68,71
09.08.2024 00:00;09.08.2024 01:00;67,95
09.08.2024 01:00;09.08.2024 02:00;70,84
09.08.2024 02:00;09.08.2024 03:00;51,44
09.08.2024 03:00;09.08.2024 04:00;48,02
09.08.2024 04:00;09.08.2024 05:00;71,37
09.08.2024 05:00;09.08.2024 06:00;68,98
09.08.2024 06:00;09.08.2024 07:00;55,86
09.08.2024 07:00;09.08.2024 08:00;63,12
09.08.2024 08:00;09.08.2024 09:00;86,90
09.08.2024 09:00;09.08.2024 10:00;78,71
09.08.2024 10:00;09.08.2024 11:00;72,46
09.08.2024 11:00;09.08.2024 12:00;69,65
09.08.2024 12:00;09.08.2024 13:00;47,87
09.08.2024 13:00;09.08.2024 14:00;46,55
09.08.2024 14:00;09.08.2024 15:00;15,83
09.08.2024 15:00;09.08.2024 16:00;60,56
09.08.2024 16:00;09.08.2024 17:00;83,13
09.08.2024 17:00;09.08.2024 18:00;67,39
